Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
8000,0.0,328.56638,88.963615,297.92479672027315,297.92479672027315
8000,0.0,328.56638,88.963615,297.92479672027315,297.92479672027315
8001,0.0,329.4489,118.911194,379.6935565521022,379.6935565521022
8002,0.0,332.7845,146.67087,364.7048940892652,364.7048940892652
8003,0.0,333.9679,170.92223,397.04922222328315,397.04922222328315
8004,0.0,339.92532,182.1606,394.41849749594553,394.41849749594553
8005,0.0,337.2341,184.9952,318.5109162318571,318.5109162318571
8006,0.0,332.90106,180.53824,334.7416651205798,334.7416651205798
8007,0.0,329.1043,175.59972,299.01695238231105,299.01695238231105
8008,0.0,322.5735,163.7331,408.43265532558274,408.43265532558274
8009,0.0,317.9977,164.16658,381.5616239635534,381.5616239635534
8010,0.0,317.8169,165.56238,334.2129728739717,334.2129728739717
8011,0.0,323.98724,161.50868,334.6477599329256,334.6477599329256
8012,0.0,336.33667,173.52585,356.33642430397407,356.33642430397407
8013,0.0,343.39883,168.73569,332.54244138096715,332.54244138096715
8014,0.0,350.5241,163.2988,308.46071883052144,308.46071883052144
8015,0.0,347.59888,157.16008,298.73886962729125,298.73886962729125
