Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
100,2103.8780764361695,456.659,558.26044,2078.2171588853266,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
101,4851.470790721856,469.25443,544.4064,2747.5927142856867,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
102,7534.646404189894,481.22177,534.60205,2683.1756134680377,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
103,9748.07549544072,492.6385,547.22015,2213.429091250827,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
104,11575.934501883105,492.80457,584.7139,1827.8590064423852,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
105,13239.430002939316,490.7685,624.91956,1663.4955010562114,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
106,14874.5791032679,483.3031,671.2559,1635.149100328585,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
107,12406.54180668393,476.0112,727.5046,1530.6791613261087,3998.7164579100795
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
108,9511.501235135567,471.7884,767.428,1103.6758863617163,3998.7164579100795
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
109,6315.029543431065,468.29916,794.55585,802.2447662055762,3998.7164579100795
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
110,7087.591807167137,469.57898,815.3068,772.562263736072,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
111,7981.221489715861,458.41788,815.21533,893.6296825487244,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
112,9843.981364239744,448.50986,800.17303,1862.7598745238822,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
113,12875.898352952336,419.83948,760.39954,3031.9169887125913,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
114,16086.786370174526,397.88113,701.10455,3210.8880172221916,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
115,14931.596037528048,373.43005,649.04236,2843.5261252636014,3998.7164579100795
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
116,13341.838694061356,365.43246,607.4456,2408.9591144433853,3998.7164579100795
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
117,11409.980213501742,363.69437,571.9926,2066.8579773504653,3998.7164579100795
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
