Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
100,24.31766882384977,189.50375,622.95856,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
101,24.31766882384977,178.63217,623.83856,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
102,24.31766882384977,169.13445,651.48785,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
103,24.31766882384977,164.64929,719.88104,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
104,24.31766882384977,160.5375,806.6419,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
105,24.31766882384977,154.34818,887.9421,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
106,24.31766882384977,148.01881,967.61127,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
107,24.31766882384977,144.99077,1043.1694,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
108,24.31766882384977,146.78355,1095.5282,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
109,24.31766882384977,149.72531,1115.4276,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
110,24.31766882384977,150.84799,1127.4508,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
111,24.31766882384977,157.90282,1123.6685,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
112,24.31766882384977,163.6359,1102.0157,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
113,24.31766882384977,170.76845,1069.5085,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
114,24.31766882384977,177.12878,1024.0028,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
115,24.31766882384977,181.94977,977.6024,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
116,24.31766882384977,184.45268,924.6716,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
117,24.31766882384977,191.8034,863.6136,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
118,24.31766882384977,197.10101,818.6567,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
119,24.31766882384977,199.99066,777.59235,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
120,24.31766882384977,204.04648,743.7906,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
121,24.31766882384977,202.79906,693.1617,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
122,24.31766882384977,199.70674,634.807,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
123,24.31766882384977,194.40393,594.22955,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
124,24.31766882384977,187.14557,571.69257,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
125,24.31766882384977,176.42322,574.1233,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
126,24.31766882384977,167.98483,606.7907,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
127,24.31766882384977,163.29388,673.39594,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
128,24.31766882384977,158.39575,757.40643,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
129,24.31766882384977,152.68457,835.6745,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
130,24.31766882384977,146.57947,909.72156,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
131,24.31766882384977,143.23203,981.1625,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
132,24.31766882384977,145.70398,1032.208,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
133,24.31766882384977,148.73059,1054.1222,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
134,24.31766882384977,149.46268,1067.9196,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
135,24.31766882384977,157.06377,1070.2374,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
136,24.31766882384977,163.34195,1056.8778,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
137,24.31766882384977,170.16685,1034.6241,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
138,24.31766882384977,176.6397,1005.24664,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
139,24.31766882384977,181.24413,969.6156,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
140,24.31766882384977,183.7608,919.6925,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
141,24.31766882384977,191.32657,858.30194,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
142,24.31766882384977,196.71385,812.20026,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
143,24.31766882384977,199.59863,769.9063,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
144,24.31766882384977,203.82663,735.1935,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
145,24.31766882384977,202.51398,683.67755,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
146,24.31766882384977,199.30203,624.42914,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
147,24.31766882384977,194.20229,583.1092,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
148,24.31766882384977,186.94876,560.1322,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
149,24.31766882384977,176.14276,562.1771,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
150,24.31766882384977,167.73738,594.6756,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
151,24.31766882384977,163.14394,661.8019,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
152,24.31766882384977,158.30177,746.68787,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
153,24.31766882384977,152.63808,826.5458,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
154,24.31766882384977,146.57089,903.3596,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
155,24.31766882384977,143.1902,976.79065,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
156,24.31766882384977,145.65681,1029.4852,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
157,24.31766882384977,148.67598,1052.0382,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
158,24.31766882384977,149.4077,1066.5427,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
159,24.31766882384977,157.0195,1069.1149,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
160,24.31766882384977,163.31976,1055.985,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
161,24.31766882384977,170.16446,1034.1046,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
162,24.31766882384977,176.64655,1005.1001,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
163,24.31766882384977,181.28929,969.7452,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
164,24.31766882384977,183.85129,920.2035,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
165,24.31766882384977,191.41583,858.92975,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
166,24.31766882384977,196.80388,812.8807,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
167,24.31766882384977,199.71948,770.8318,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
168,24.31766882384977,203.96088,736.3835,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
169,24.31766882384977,202.70479,684.8031,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
170,24.31766882384977,199.54059,625.33936,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
171,24.31766882384977,194.48584,583.6685,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
172,24.31766882384977,187.24982,560.75586,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
173,24.31766882384977,176.46477,562.8641,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
174,24.31766882384977,168.08783,595.54236,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
175,24.31766882384977,163.54276,662.87286,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
176,24.31766882384977,158.69528,748.2091,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
177,24.31766882384977,153.08858,828.7352,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
178,24.31766882384977,147.22787,907.8576,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
179,24.31766882384977,144.19695,986.18567,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
180,24.31766882384977,147.23701,1045.6592,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
181,24.31766882384977,150.83646,1074.6648,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
182,24.31766882384977,152.07455,1092.3445,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
183,24.31766882384977,160.07774,1094.1715,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
184,24.31766882384977,166.60736,1077.1396,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
185,24.31766882384977,173.32419,1049.8997,0.0,0.0
Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
186,24.31766882384977,179.75446,1015.3411,0.0,0.0
